CardNumber,Transaction_ID,Transaction_Amount,Transaction_Frequency,Time_of_Day,IP_Risk_Score,Device_Risk_Score,Account_Age_Days,Declined_Transactions,High_Risk_Country,Multiple_Logins_Different_IPs,Velocity_Transactions_24h,Unusual_Spending_Pattern,FraudIndicator,Fraud_Summary,text_for_embedding
4000960420184902,T100272,60813,8,20:15,0.38,0.75,1224,2,0,0,7,0,Fraud,Transaction of ₹60813 from card 4000960420184902 at 20:15   . Marked as Fraud.,4000960420184902 | T100272 | 60813 | 8 | 20:15 | 0.38 | 0.75 | 1224 | 2 | 0 | 0 | 7 | 0
4000554969389865,T100273,30406,2,12:30,0.46,0.91,1834,4,0,0,4,0,Fraud,Transaction of ₹30406 from card 4000554969389865 at 12:30   . Marked as Fraud.,4000554969389865 | T100273 | 30406 | 2 | 12:30 | 0.46 | 0.91 | 1834 | 4 | 0 | 0 | 4 | 0
4000837884981282,T100274,16746,3,02:15,0.37,0.76,858,1,0,0,8,1,Fraud,Transaction of ₹16746 from card 4000837884981282 at 02:15  with unusual spending . Marked as Fraud.,4000837884981282 | T100274 | 16746 | 3 | 02:15 | 0.37 | 0.76 | 858 | 1 | 0 | 0 | 8 | 1
4000911164978375,T100275,46943,14,16:00,0.12,0.6,1776,3,0,0,10,0,Not Fraud,Transaction of ₹46943 from card 4000911164978375 at 16:00   . Marked as Not Fraud.,4000911164978375 | T100275 | 46943 | 14 | 16:00 | 0.12 | 0.6 | 1776 | 3 | 0 | 0 | 10 | 0
4000374065081450,T100276,96701,14,20:15,0.42,0.65,627,0,0,0,5,0,Fraud,Transaction of ₹96701 from card 4000374065081450 at 20:15   . Marked as Fraud.,4000374065081450 | T100276 | 96701 | 14 | 20:15 | 0.42 | 0.65 | 627 | 0 | 0 | 0 | 5 | 0
4000272944613643,T100277,90835,11,12:30,0.75,0.89,1050,3,0,0,9,0,Fraud,Transaction of ₹90835 from card 4000272944613643 at 12:30   . Marked as Fraud.,4000272944613643 | T100277 | 90835 | 11 | 12:30 | 0.75 | 0.89 | 1050 | 3 | 0 | 0 | 9 | 0
4000872180893759,T100278,16471,16,00:30,0.07,0.58,1943,1,1,0,9,0,Fraud,Transaction of ₹16471 from card 4000872180893759 at 00:30 from high-risk country  . Marked as Fraud.,4000872180893759 | T100278 | 16471 | 16 | 00:30 | 0.07 | 0.58 | 1943 | 1 | 1 | 0 | 9 | 0
4000517076094887,T100279,77471,4,23:50,0.08,0.63,299,2,0,0,9,1,Fraud,Transaction of ₹77471 from card 4000517076094887 at 23:50  with unusual spending . Marked as Fraud.,4000517076094887 | T100279 | 77471 | 4 | 23:50 | 0.08 | 0.63 | 299 | 2 | 0 | 0 | 9 | 1
4000142400633488,T100280,2149,5,02:15,0.35,0.16,1101,0,0,0,1,0,Not Fraud,Transaction of ₹2149 from card 4000142400633488 at 02:15   . Marked as Not Fraud.,4000142400633488 | T100280 | 2149 | 5 | 02:15 | 0.35 | 0.16 | 1101 | 0 | 0 | 0 | 1 | 0
4000619083705463,T100281,31716,14,16:00,0.94,0.47,924,0,0,0,2,0,Fraud,Transaction of ₹31716 from card 4000619083705463 at 16:00   . Marked as Fraud.,4000619083705463 | T100281 | 31716 | 14 | 16:00 | 0.94 | 0.47 | 924 | 0 | 0 | 0 | 2 | 0
4000319998677633,T100282,21032,16,02:15,0.67,0.72,137,2,0,0,3,0,Not Fraud,Transaction of ₹21032 from card 4000319998677633 at 02:15   . Marked as Not Fraud.,4000319998677633 | T100282 | 21032 | 16 | 02:15 | 0.67 | 0.72 | 137 | 2 | 0 | 0 | 3 | 0
4000484229076692,T100283,29955,18,00:30,0.68,0.27,1044,3,0,0,14,0,Not Fraud,Transaction of ₹29955 from card 4000484229076692 at 00:30   . Marked as Not Fraud.,4000484229076692 | T100283 | 29955 | 18 | 00:30 | 0.68 | 0.27 | 1044 | 3 | 0 | 0 | 14 | 0
4000345790651066,T100284,61534,7,16:00,0.36,0.2,440,4,0,1,4,0,Fraud,Transaction of ₹61534 from card 4000345790651066 at 16:00   and multiple logins detected. Marked as Fraud.,4000345790651066 | T100284 | 61534 | 7 | 16:00 | 0.36 | 0.2 | 440 | 4 | 0 | 1 | 4 | 0
4000821656143707,T100285,72794,10,02:15,0.59,0.31,211,3,0,0,10,0,Fraud,Transaction of ₹72794 from card 4000821656143707 at 02:15   . Marked as Fraud.,4000821656143707 | T100285 | 72794 | 10 | 02:15 | 0.59 | 0.31 | 211 | 3 | 0 | 0 | 10 | 0
4000538916150327,T100286,43116,7,08:45,0.01,0.24,752,1,0,0,9,0,Not Fraud,Transaction of ₹43116 from card 4000538916150327 at 08:45   . Marked as Not Fraud.,4000538916150327 | T100286 | 43116 | 7 | 08:45 | 0.01 | 0.24 | 752 | 1 | 0 | 0 | 9 | 0
4000406352552364,T100287,7500,1,00:30,0.64,0.21,1575,4,0,0,10,0,Not Fraud,Transaction of ₹7500 from card 4000406352552364 at 00:30   . Marked as Not Fraud.,4000406352552364 | T100287 | 7500 | 1 | 00:30 | 0.64 | 0.21 | 1575 | 4 | 0 | 0 | 10 | 0
4000176726811657,T100288,42742,19,00:30,0.91,0.42,435,3,0,0,13,0,Fraud,Transaction of ₹42742 from card 4000176726811657 at 00:30   . Marked as Fraud.,4000176726811657 | T100288 | 42742 | 19 | 00:30 | 0.91 | 0.42 | 435 | 3 | 0 | 0 | 13 | 0
4000950261314384,T100289,15251,16,00:30,0.61,0.91,780,2,0,0,6,0,Fraud,Transaction of ₹15251 from card 4000950261314384 at 00:30   . Marked as Fraud.,4000950261314384 | T100289 | 15251 | 16 | 00:30 | 0.61 | 0.91 | 780 | 2 | 0 | 0 | 6 | 0
4000483450922072,T100290,51507,19,08:45,0.87,0.51,1231,1,0,0,1,1,Fraud,Transaction of ₹51507 from card 4000483450922072 at 08:45  with unusual spending . Marked as Fraud.,4000483450922072 | T100290 | 51507 | 19 | 08:45 | 0.87 | 0.51 | 1231 | 1 | 0 | 0 | 1 | 1
4000661100891573,T100291,66790,4,08:45,0.72,0.19,439,1,0,0,12,1,Fraud,Transaction of ₹66790 from card 4000661100891573 at 08:45  with unusual spending . Marked as Fraud.,4000661100891573 | T100291 | 66790 | 4 | 08:45 | 0.72 | 0.19 | 439 | 1 | 0 | 0 | 12 | 1
4000844745947806,T100292,4599,18,12:30,0.12,0.08,1998,1,0,0,9,1,Fraud,Transaction of ₹4599 from card 4000844745947806 at 12:30  with unusual spending . Marked as Fraud.,4000844745947806 | T100292 | 4599 | 18 | 12:30 | 0.12 | 0.08 | 1998 | 1 | 0 | 0 | 9 | 1
4000463080281895,T100293,6395,2,20:15,0.9,0.7,1803,4,0,0,6,1,Fraud,Transaction of ₹6395 from card 4000463080281895 at 20:15  with unusual spending . Marked as Fraud.,4000463080281895 | T100293 | 6395 | 2 | 20:15 | 0.9 | 0.7 | 1803 | 4 | 0 | 0 | 6 | 1
4000134098763897,T100294,59140,1,23:50,0.07,0.38,666,0,1,0,4,0,Fraud,Transaction of ₹59140 from card 4000134098763897 at 23:50 from high-risk country  . Marked as Fraud.,4000134098763897 | T100294 | 59140 | 1 | 23:50 | 0.07 | 0.38 | 666 | 0 | 1 | 0 | 4 | 0
4000387635680418,T100295,12283,15,02:15,0.53,0.82,1066,4,0,1,14,0,Fraud,Transaction of ₹12283 from card 4000387635680418 at 02:15   and multiple logins detected. Marked as Fraud.,4000387635680418 | T100295 | 12283 | 15 | 02:15 | 0.53 | 0.82 | 1066 | 4 | 0 | 1 | 14 | 0
4000736422102747,T100296,29399,5,12:30,0.14,0.66,411,3,0,0,4,0,Not Fraud,Transaction of ₹29399 from card 4000736422102747 at 12:30   . Marked as Not Fraud.,4000736422102747 | T100296 | 29399 | 5 | 12:30 | 0.14 | 0.66 | 411 | 3 | 0 | 0 | 4 | 0
4000139794875013,T100297,12974,11,02:15,0.01,0.8,1547,0,0,0,3,1,Fraud,Transaction of ₹12974 from card 4000139794875013 at 02:15  with unusual spending . Marked as Fraud.,4000139794875013 | T100297 | 12974 | 11 | 02:15 | 0.01 | 0.8 | 1547 | 0 | 0 | 0 | 3 | 1
4000753300614396,T100298,32811,10,23:50,0.42,0.27,806,3,0,0,7,0,Not Fraud,Transaction of ₹32811 from card 4000753300614396 at 23:50   . Marked as Not Fraud.,4000753300614396 | T100298 | 32811 | 10 | 23:50 | 0.42 | 0.27 | 806 | 3 | 0 | 0 | 7 | 0
4000479823559180,T100299,5639,2,20:15,0.3,0.69,610,0,0,0,3,1,Fraud,Transaction of ₹5639 from card 4000479823559180 at 20:15  with unusual spending . Marked as Fraud.,4000479823559180 | T100299 | 5639 | 2 | 20:15 | 0.3 | 0.69 | 610 | 0 | 0 | 0 | 3 | 1
4000966417503705,T100300,53451,3,08:45,0.49,0.26,427,4,0,0,2,0,Fraud,Transaction of ₹53451 from card 4000966417503705 at 08:45   . Marked as Fraud.,4000966417503705 | T100300 | 53451 | 3 | 08:45 | 0.49 | 0.26 | 427 | 4 | 0 | 0 | 2 | 0
4000578088603679,T100301,61367,12,20:15,0.58,0.94,1299,1,0,0,10,1,Fraud,Transaction of ₹61367 from card 4000578088603679 at 20:15  with unusual spending . Marked as Fraud.,4000578088603679 | T100301 | 61367 | 12 | 20:15 | 0.58 | 0.94 | 1299 | 1 | 0 | 0 | 10 | 1
4000226750596909,T100302,48454,5,08:45,0.04,0.64,1472,2,1,1,8,0,Fraud,Transaction of ₹48454 from card 4000226750596909 at 08:45 from high-risk country  and multiple logins detected. Marked as Fraud.,4000226750596909 | T100302 | 48454 | 5 | 08:45 | 0.04 | 0.64 | 1472 | 2 | 1 | 1 | 8 | 0
4000308634857005,T100303,2657,5,23:50,0.12,0.32,902,1,0,0,4,0,Not Fraud,Transaction of ₹2657 from card 4000308634857005 at 23:50   . Marked as Not Fraud.,4000308634857005 | T100303 | 2657 | 5 | 23:50 | 0.12 | 0.32 | 902 | 1 | 0 | 0 | 4 | 0
4000148338665100,T100304,38460,6,20:15,0.56,0.27,942,4,0,0,8,1,Fraud,Transaction of ₹38460 from card 4000148338665100 at 20:15  with unusual spending . Marked as Fraud.,4000148338665100 | T100304 | 38460 | 6 | 20:15 | 0.56 | 0.27 | 942 | 4 | 0 | 0 | 8 | 1
4000579785579472,T100305,82118,9,12:30,0.34,0.19,1908,0,0,0,1,0,Fraud,Transaction of ₹82118 from card 4000579785579472 at 12:30   . Marked as Fraud.,4000579785579472 | T100305 | 82118 | 9 | 12:30 | 0.34 | 0.19 | 1908 | 0 | 0 | 0 | 1 | 0
4000671237914339,T100306,2300,2,16:00,0.73,0.69,742,1,0,0,5,1,Fraud,Transaction of ₹2300 from card 4000671237914339 at 16:00  with unusual spending . Marked as Fraud.,4000671237914339 | T100306 | 2300 | 2 | 16:00 | 0.73 | 0.69 | 742 | 1 | 0 | 0 | 5 | 1
4000988738578038,T100307,68597,12,12:30,0.65,0.22,1393,4,1,0,13,0,Fraud,Transaction of ₹68597 from card 4000988738578038 at 12:30 from high-risk country  . Marked as Fraud.,4000988738578038 | T100307 | 68597 | 12 | 12:30 | 0.65 | 0.22 | 1393 | 4 | 1 | 0 | 13 | 0
4000853931910508,T100308,47075,3,02:15,0.85,0.6,1962,3,0,0,9,0,Not Fraud,Transaction of ₹47075 from card 4000853931910508 at 02:15   . Marked as Not Fraud.,4000853931910508 | T100308 | 47075 | 3 | 02:15 | 0.85 | 0.6 | 1962 | 3 | 0 | 0 | 9 | 0
4000910640502954,T100309,21457,12,12:30,0.69,0.26,1244,2,0,0,1,0,Not Fraud,Transaction of ₹21457 from card 4000910640502954 at 12:30   . Marked as Not Fraud.,4000910640502954 | T100309 | 21457 | 12 | 12:30 | 0.69 | 0.26 | 1244 | 2 | 0 | 0 | 1 | 0
4000317628692291,T100310,77605,17,23:50,0.43,0.66,1601,1,0,0,11,0,Fraud,Transaction of ₹77605 from card 4000317628692291 at 23:50   . Marked as Fraud.,4000317628692291 | T100310 | 77605 | 17 | 23:50 | 0.43 | 0.66 | 1601 | 1 | 0 | 0 | 11 | 0
4000574010721878,T100311,2969,10,00:30,0.67,0.81,1891,0,0,0,13,0,Fraud,Transaction of ₹2969 from card 4000574010721878 at 00:30   . Marked as Fraud.,4000574010721878 | T100311 | 2969 | 10 | 00:30 | 0.67 | 0.81 | 1891 | 0 | 0 | 0 | 13 | 0
4000784317998415,T100312,61235,14,02:15,0.28,0.78,1256,3,0,0,4,0,Fraud,Transaction of ₹61235 from card 4000784317998415 at 02:15   . Marked as Fraud.,4000784317998415 | T100312 | 61235 | 14 | 02:15 | 0.28 | 0.78 | 1256 | 3 | 0 | 0 | 4 | 0
4000827197730438,T100313,50208,17,20:15,0.31,0.76,328,4,0,0,6,0,Fraud,Transaction of ₹50208 from card 4000827197730438 at 20:15   . Marked as Fraud.,4000827197730438 | T100313 | 50208 | 17 | 20:15 | 0.31 | 0.76 | 328 | 4 | 0 | 0 | 6 | 0
4000236786184083,T100314,94279,18,02:15,0.79,0.19,1467,2,0,0,10,0,Fraud,Transaction of ₹94279 from card 4000236786184083 at 02:15   . Marked as Fraud.,4000236786184083 | T100314 | 94279 | 18 | 02:15 | 0.79 | 0.19 | 1467 | 2 | 0 | 0 | 10 | 0
4000655340655504,T100315,90372,19,16:00,0.45,0.09,52,0,0,0,8,0,Fraud,Transaction of ₹90372 from card 4000655340655504 at 16:00   . Marked as Fraud.,4000655340655504 | T100315 | 90372 | 19 | 16:00 | 0.45 | 0.09 | 52 | 0 | 0 | 0 | 8 | 0
4000831472807830,T100316,38567,17,08:45,0.8,0.7,1910,4,0,0,14,0,Not Fraud,Transaction of ₹38567 from card 4000831472807830 at 08:45   . Marked as Not Fraud.,4000831472807830 | T100316 | 38567 | 17 | 08:45 | 0.8 | 0.7 | 1910 | 4 | 0 | 0 | 14 | 0
4000458236319765,T100317,23428,14,20:15,0.82,0.37,1967,4,0,0,3,0,Not Fraud,Transaction of ₹23428 from card 4000458236319765 at 20:15   . Marked as Not Fraud.,4000458236319765 | T100317 | 23428 | 14 | 20:15 | 0.82 | 0.37 | 1967 | 4 | 0 | 0 | 3 | 0
4000866232475190,T100318,91512,9,02:15,0.86,0.43,376,1,1,0,5,0,Fraud,Transaction of ₹91512 from card 4000866232475190 at 02:15 from high-risk country  . Marked as Fraud.,4000866232475190 | T100318 | 91512 | 9 | 02:15 | 0.86 | 0.43 | 376 | 1 | 1 | 0 | 5 | 0
4000706860218144,T100319,86931,8,20:15,0.92,0.03,263,1,0,0,7,0,Fraud,Transaction of ₹86931 from card 4000706860218144 at 20:15   . Marked as Fraud.,4000706860218144 | T100319 | 86931 | 8 | 20:15 | 0.92 | 0.03 | 263 | 1 | 0 | 0 | 7 | 0
4000311000094454,T100320,4087,2,20:15,0.43,0.26,267,0,0,0,1,0,Not Fraud,Transaction of ₹4087 from card 4000311000094454 at 20:15   . Marked as Not Fraud.,4000311000094454 | T100320 | 4087 | 2 | 20:15 | 0.43 | 0.26 | 267 | 0 | 0 | 0 | 1 | 0
4000831950243582,T100321,58971,13,20:15,0.32,0.03,359,4,0,0,7,0,Fraud,Transaction of ₹58971 from card 4000831950243582 at 20:15   . Marked as Fraud.,4000831950243582 | T100321 | 58971 | 13 | 20:15 | 0.32 | 0.03 | 359 | 4 | 0 | 0 | 7 | 0
4000520650658919,T100322,22499,7,08:45,0.58,0.88,1341,1,0,0,13,0,Fraud,Transaction of ₹22499 from card 4000520650658919 at 08:45   . Marked as Fraud.,4000520650658919 | T100322 | 22499 | 7 | 08:45 | 0.58 | 0.88 | 1341 | 1 | 0 | 0 | 13 | 0
4000923247811948,T100323,46314,9,23:50,0.37,0.24,1348,2,0,0,12,1,Fraud,Transaction of ₹46314 from card 4000923247811948 at 23:50  with unusual spending . Marked as Fraud.,4000923247811948 | T100323 | 46314 | 9 | 23:50 | 0.37 | 0.24 | 1348 | 2 | 0 | 0 | 12 | 1
4000292856081318,T100324,99622,11,12:30,0.6,0.56,1945,2,1,0,11,1,Fraud,Transaction of ₹99622 from card 4000292856081318 at 12:30 from high-risk country with unusual spending . Marked as Fraud.,4000292856081318 | T100324 | 99622 | 11 | 12:30 | 0.6 | 0.56 | 1945 | 2 | 1 | 0 | 11 | 1
4000725413874351,T100325,86516,14,20:15,0.71,0.04,1932,4,0,0,8,0,Fraud,Transaction of ₹86516 from card 4000725413874351 at 20:15   . Marked as Fraud.,4000725413874351 | T100325 | 86516 | 14 | 20:15 | 0.71 | 0.04 | 1932 | 4 | 0 | 0 | 8 | 0
4000543674201370,T100326,70371,4,00:30,0.69,0.67,1690,1,0,1,8,0,Fraud,Transaction of ₹70371 from card 4000543674201370 at 00:30   and multiple logins detected. Marked as Fraud.,4000543674201370 | T100326 | 70371 | 4 | 00:30 | 0.69 | 0.67 | 1690 | 1 | 0 | 1 | 8 | 0
4000430714225291,T100327,44164,13,23:50,0.37,0.32,1894,0,0,0,9,1,Fraud,Transaction of ₹44164 from card 4000430714225291 at 23:50  with unusual spending . Marked as Fraud.,4000430714225291 | T100327 | 44164 | 13 | 23:50 | 0.37 | 0.32 | 1894 | 0 | 0 | 0 | 9 | 1
4000328865551724,T100328,70191,2,16:00,0.17,0.9,1902,0,0,0,6,0,Fraud,Transaction of ₹70191 from card 4000328865551724 at 16:00   . Marked as Fraud.,4000328865551724 | T100328 | 70191 | 2 | 16:00 | 0.17 | 0.9 | 1902 | 0 | 0 | 0 | 6 | 0
4000965134782024,T100329,40918,5,08:45,0.43,0.89,652,0,1,1,12,0,Fraud,Transaction of ₹40918 from card 4000965134782024 at 08:45 from high-risk country  and multiple logins detected. Marked as Fraud.,4000965134782024 | T100329 | 40918 | 5 | 08:45 | 0.43 | 0.89 | 652 | 0 | 1 | 1 | 12 | 0
4000768210946534,T100330,45625,11,02:15,0.14,0.33,1963,2,0,0,6,0,Not Fraud,Transaction of ₹45625 from card 4000768210946534 at 02:15   . Marked as Not Fraud.,4000768210946534 | T100330 | 45625 | 11 | 02:15 | 0.14 | 0.33 | 1963 | 2 | 0 | 0 | 6 | 0
4000454999257514,T100331,19930,6,08:45,0.89,0.9,1587,1,1,0,2,0,Fraud,Transaction of ₹19930 from card 4000454999257514 at 08:45 from high-risk country  . Marked as Fraud.,4000454999257514 | T100331 | 19930 | 6 | 08:45 | 0.89 | 0.9 | 1587 | 1 | 1 | 0 | 2 | 0
4000587328413513,T100332,17529,18,02:15,0.35,1.0,1653,1,0,0,3,1,Fraud,Transaction of ₹17529 from card 4000587328413513 at 02:15  with unusual spending . Marked as Fraud.,4000587328413513 | T100332 | 17529 | 18 | 02:15 | 0.35 | 1.0 | 1653 | 1 | 0 | 0 | 3 | 1
4000840633436777,T100333,6993,10,08:45,0.15,0.83,1445,2,1,0,4,0,Fraud,Transaction of ₹6993 from card 4000840633436777 at 08:45 from high-risk country  . Marked as Fraud.,4000840633436777 | T100333 | 6993 | 10 | 08:45 | 0.15 | 0.83 | 1445 | 2 | 1 | 0 | 4 | 0
4000659263589018,T100334,80009,4,02:15,0.03,0.84,46,0,0,1,4,0,Fraud,Transaction of ₹80009 from card 4000659263589018 at 02:15   and multiple logins detected. Marked as Fraud.,4000659263589018 | T100334 | 80009 | 4 | 02:15 | 0.03 | 0.84 | 46 | 0 | 0 | 1 | 4 | 0
4000973910680258,T100335,47433,9,20:15,0.65,0.25,1845,0,0,0,8,0,Not Fraud,Transaction of ₹47433 from card 4000973910680258 at 20:15   . Marked as Not Fraud.,4000973910680258 | T100335 | 47433 | 9 | 20:15 | 0.65 | 0.25 | 1845 | 0 | 0 | 0 | 8 | 0
4000910872751961,T100336,3536,6,12:30,0.64,0.58,600,4,0,0,14,1,Fraud,Transaction of ₹3536 from card 4000910872751961 at 12:30  with unusual spending . Marked as Fraud.,4000910872751961 | T100336 | 3536 | 6 | 12:30 | 0.64 | 0.58 | 600 | 4 | 0 | 0 | 14 | 1
4000822283324709,T100337,74390,2,02:15,0.34,0.07,720,3,0,0,1,1,Fraud,Transaction of ₹74390 from card 4000822283324709 at 02:15  with unusual spending . Marked as Fraud.,4000822283324709 | T100337 | 74390 | 2 | 02:15 | 0.34 | 0.07 | 720 | 3 | 0 | 0 | 1 | 1
4000409601839368,T100338,76313,17,02:15,0.07,0.09,1913,1,0,0,10,0,Fraud,Transaction of ₹76313 from card 4000409601839368 at 02:15   . Marked as Fraud.,4000409601839368 | T100338 | 76313 | 17 | 02:15 | 0.07 | 0.09 | 1913 | 1 | 0 | 0 | 10 | 0
4000828063322537,T100339,5995,5,00:30,0.41,1.0,1293,1,0,0,14,0,Fraud,Transaction of ₹5995 from card 4000828063322537 at 00:30   . Marked as Fraud.,4000828063322537 | T100339 | 5995 | 5 | 00:30 | 0.41 | 1.0 | 1293 | 1 | 0 | 0 | 14 | 0
4000781323293047,T100340,19838,6,02:15,0.31,0.33,601,1,0,0,4,0,Not Fraud,Transaction of ₹19838 from card 4000781323293047 at 02:15   . Marked as Not Fraud.,4000781323293047 | T100340 | 19838 | 6 | 02:15 | 0.31 | 0.33 | 601 | 1 | 0 | 0 | 4 | 0
4000200223870427,T100341,30846,12,00:30,0.68,0.75,381,3,0,0,11,1,Fraud,Transaction of ₹30846 from card 4000200223870427 at 00:30  with unusual spending . Marked as Fraud.,4000200223870427 | T100341 | 30846 | 12 | 00:30 | 0.68 | 0.75 | 381 | 3 | 0 | 0 | 11 | 1
4000360924151492,T100342,49477,10,16:00,0.61,0.81,118,4,0,0,12,1,Fraud,Transaction of ₹49477 from card 4000360924151492 at 16:00  with unusual spending . Marked as Fraud.,4000360924151492 | T100342 | 49477 | 10 | 16:00 | 0.61 | 0.81 | 118 | 4 | 0 | 0 | 12 | 1
4000442192051776,T100343,48504,6,20:15,0.36,0.86,1590,3,0,0,13,0,Fraud,Transaction of ₹48504 from card 4000442192051776 at 20:15   . Marked as Fraud.,4000442192051776 | T100343 | 48504 | 6 | 20:15 | 0.36 | 0.86 | 1590 | 3 | 0 | 0 | 13 | 0
4000985728087295,T100344,54145,8,00:30,0.22,1.0,1977,0,0,0,11,0,Fraud,Transaction of ₹54145 from card 4000985728087295 at 00:30   . Marked as Fraud.,4000985728087295 | T100344 | 54145 | 8 | 00:30 | 0.22 | 1.0 | 1977 | 0 | 0 | 0 | 11 | 0
4000259769046504,T100345,97988,2,12:30,0.99,0.24,116,0,0,0,11,0,Fraud,Transaction of ₹97988 from card 4000259769046504 at 12:30   . Marked as Fraud.,4000259769046504 | T100345 | 97988 | 2 | 12:30 | 0.99 | 0.24 | 116 | 0 | 0 | 0 | 11 | 0
4000147349546511,T100346,39890,12,23:50,0.45,0.04,1654,1,0,0,4,0,Not Fraud,Transaction of ₹39890 from card 4000147349546511 at 23:50   . Marked as Not Fraud.,4000147349546511 | T100346 | 39890 | 12 | 23:50 | 0.45 | 0.04 | 1654 | 1 | 0 | 0 | 4 | 0
4000772055593219,T100347,5700,13,20:15,0.69,0.41,260,2,0,0,1,0,Not Fraud,Transaction of ₹5700 from card 4000772055593219 at 20:15   . Marked as Not Fraud.,4000772055593219 | T100347 | 5700 | 13 | 20:15 | 0.69 | 0.41 | 260 | 2 | 0 | 0 | 1 | 0
4000945463185629,T100348,94760,7,00:30,0.14,0.13,1099,1,0,1,3,0,Fraud,Transaction of ₹94760 from card 4000945463185629 at 00:30   and multiple logins detected. Marked as Fraud.,4000945463185629 | T100348 | 94760 | 7 | 00:30 | 0.14 | 0.13 | 1099 | 1 | 0 | 1 | 3 | 0
4000598529001200,T100349,93279,10,20:15,0.49,0.02,1504,2,1,0,5,0,Fraud,Transaction of ₹93279 from card 4000598529001200 at 20:15 from high-risk country  . Marked as Fraud.,4000598529001200 | T100349 | 93279 | 10 | 20:15 | 0.49 | 0.02 | 1504 | 2 | 1 | 0 | 5 | 0
4000734065014236,T100350,40864,13,20:15,0.03,0.36,305,3,0,0,6,0,Not Fraud,Transaction of ₹40864 from card 4000734065014236 at 20:15   . Marked as Not Fraud.,4000734065014236 | T100350 | 40864 | 13 | 20:15 | 0.03 | 0.36 | 305 | 3 | 0 | 0 | 6 | 0
4000886814108140,T100351,74643,17,20:15,0.51,0.78,7,0,0,0,9,0,Fraud,Transaction of ₹74643 from card 4000886814108140 at 20:15   . Marked as Fraud.,4000886814108140 | T100351 | 74643 | 17 | 20:15 | 0.51 | 0.78 | 7 | 0 | 0 | 0 | 9 | 0
4000523897613735,T100352,45814,14,16:00,0.96,0.57,366,2,0,1,9,0,Fraud,Transaction of ₹45814 from card 4000523897613735 at 16:00   and multiple logins detected. Marked as Fraud.,4000523897613735 | T100352 | 45814 | 14 | 16:00 | 0.96 | 0.57 | 366 | 2 | 0 | 1 | 9 | 0
4000540209997973,T100353,56935,2,12:30,0.38,0.31,1658,3,0,0,9,0,Fraud,Transaction of ₹56935 from card 4000540209997973 at 12:30   . Marked as Fraud.,4000540209997973 | T100353 | 56935 | 2 | 12:30 | 0.38 | 0.31 | 1658 | 3 | 0 | 0 | 9 | 0
4000259961695156,T100354,73844,11,08:45,0.04,0.65,523,0,0,0,11,0,Fraud,Transaction of ₹73844 from card 4000259961695156 at 08:45   . Marked as Fraud.,4000259961695156 | T100354 | 73844 | 11 | 08:45 | 0.04 | 0.65 | 523 | 0 | 0 | 0 | 11 | 0
4000858731991785,T100355,56591,1,08:45,0.03,0.23,1372,2,0,0,1,0,Fraud,Transaction of ₹56591 from card 4000858731991785 at 08:45   . Marked as Fraud.,4000858731991785 | T100355 | 56591 | 1 | 08:45 | 0.03 | 0.23 | 1372 | 2 | 0 | 0 | 1 | 0
4000955156280853,T100356,18689,19,00:30,0.39,0.01,1462,1,0,1,12,0,Fraud,Transaction of ₹18689 from card 4000955156280853 at 00:30   and multiple logins detected. Marked as Fraud.,4000955156280853 | T100356 | 18689 | 19 | 00:30 | 0.39 | 0.01 | 1462 | 1 | 0 | 1 | 12 | 0
4000342344157587,T100357,43584,4,20:15,0.16,0.76,1239,1,0,0,9,0,Fraud,Transaction of ₹43584 from card 4000342344157587 at 20:15   . Marked as Fraud.,4000342344157587 | T100357 | 43584 | 4 | 20:15 | 0.16 | 0.76 | 1239 | 1 | 0 | 0 | 9 | 0
4000981223723215,T100358,83089,19,00:30,0.02,0.62,429,1,0,0,13,1,Fraud,Transaction of ₹83089 from card 4000981223723215 at 00:30  with unusual spending . Marked as Fraud.,4000981223723215 | T100358 | 83089 | 19 | 00:30 | 0.02 | 0.62 | 429 | 1 | 0 | 0 | 13 | 1
4000868618611504,T100359,36312,11,16:00,0.76,0.76,791,3,0,1,8,0,Fraud,Transaction of ₹36312 from card 4000868618611504 at 16:00   and multiple logins detected. Marked as Fraud.,4000868618611504 | T100359 | 36312 | 11 | 16:00 | 0.76 | 0.76 | 791 | 3 | 0 | 1 | 8 | 0
4000609030752531,T100360,43625,8,16:00,0.46,0.04,1522,1,0,0,2,1,Fraud,Transaction of ₹43625 from card 4000609030752531 at 16:00  with unusual spending . Marked as Fraud.,4000609030752531 | T100360 | 43625 | 8 | 16:00 | 0.46 | 0.04 | 1522 | 1 | 0 | 0 | 2 | 1
4000710101042340,T100361,47302,11,02:15,0.29,0.84,1564,4,0,0,13,0,Fraud,Transaction of ₹47302 from card 4000710101042340 at 02:15   . Marked as Fraud.,4000710101042340 | T100361 | 47302 | 11 | 02:15 | 0.29 | 0.84 | 1564 | 4 | 0 | 0 | 13 | 0
4000236787563047,T100362,32735,4,16:00,0.9,0.62,747,0,0,0,11,0,Fraud,Transaction of ₹32735 from card 4000236787563047 at 16:00   . Marked as Fraud.,4000236787563047 | T100362 | 32735 | 4 | 16:00 | 0.9 | 0.62 | 747 | 0 | 0 | 0 | 11 | 0
